问题,浏览量,关注量,回答量,赞同量,点击率
挣多少钱才能顶得上公务员的稳定？,35193,27,6,177,19.57
为什么我看《鬼灭之刃》的主公之死感觉很爽，而没感到弹幕清一色的“泪目”？,20212,21,19,832,22.47
中国制造能否诞生「奢侈品」？,39801,13,11,440,19.74
雷军确认小米 15 会涨价，称「成本上涨非常多」，是否会对小米手机销量造成影响？其他品牌会跟进涨价吗？,18650,37,28,131,17.2
在下雨天，你最想做什么事？,7706,600,601,178,9.56
大学不逃水课的理由是什么？,11331,108,102,167,17.18
为什么中超的球队无法像其它国家的联赛那样盈利?,31011,14,7,843,21.94
请问中国机械狗和美国机械狗差距有多大?,36134,12,8,1735,24.15
NPD有什么在外特征？,34286,21,9,248,20.02
是不是历史科班出身的大多不是伪史论者？为什么？,16321,41,45,405,16.49
我22岁买了个27w的入门宝马被人嘲笑，现在越来越嫌弃这个车了 怎么办？,43093,14,13,314,22.09
你见过哪些父母惊艳到你的教育方式？,32166,60,4,1148,21.83
游戏《原神》为什么不能跳过新手教程跳过剧情?,33975,4,3,1221,35.38
人到老了，才发现自己跟子女不是利益共同体，而是两个家庭，你怎么看？,24736,56,23,358,21.1
为什么科学起源于希腊，而不是中国？,33549,12,11,450,23.16
合肥的你，择偶的标准是怎样的？,30316,21,10,61,19.88
为什么有的cp圈子里会说乙女梦女向作品恶心？,16998,33,29,712,20.49
孩子刚开始近视，要不要带眼镜？,93413,1,0,0,1.92
求访问你的好文记录，有没有你会主动推荐给别人的言情故事？,35044,0,5,185,39.59
自己一个人吃饭，你会做什么?,23390,35,18,339,15.6
WBG 是否会和 S13 一样，先斩 LNG 再胜 BLG 进决赛输掉 LCK ?,23754,17,16,71,21.3
如果我在大专期间获得了诺贝尔奖，能被保送研究生吗？,49894,21,9,1569,19.41
第一次跑半马花了一小时出头，大概是个什么水平？,37858,27,27,269,22.19
五个欧冠+绝对核心欧洲杯冠军是否大于三个半欧冠+躺平美洲杯？,14532,40,43,479,20.49
人能有多坏?,32377,17,7,221,20.61
飞行员为什么收入比较高，对社会价值有多大？,30037,25,17,400,19.97
用小米就是丢人吗？,36442,7,2,853,30.01
恋爱中有哪些博弈？,35812,36,3,546,14.19
打假博主称董宇辉带货的有机土豆涉嫌虚假宣传，具体情况如何？有机土豆和普通土豆有什么区别？,17720,46,35,214,14.67
为什么网恋不愿意见面？,8569,156,151,123,15.14
我现在怎么越来越看不懂邱贻可了？,23402,12,9,126,28.12
为什么狗的服从性更高，但是周围养猫的人越来越多？,40746,17,8,743,18.71
为什么民国黄金10年的时候不大力发展重工业？当时很困难吗？,35332,6,7,260,25.59
人们在没有计算机的帮助下是如何计算根号3？,35398,18,7,1204,20.64
你在搞科研都有什么好的习惯？,30547,124,4,608,14.27
实现医生年薪制的障碍是什么？,38163,10,4,448,25.23
有什么大快人心的复仇爽文推荐？,37859,13,4,432,26.48
为什么网上很多东北人，都说自己天天可以吃大鱼大肉，东北人人都从小肉蛋奶没断过?,23987,21,15,394,21.02
北大哲学和人大金融选哪个？,27023,14,7,359,23.3
知名度第二大的宝可梦是谁？,83524,4,2,77,22.72
男生如何在知乎上找对象？,35979,23,2,9,21.01
选择比亚迪还是特斯拉？,60297,19,14,280,20.82
儿子说“我只想做个普通人”，该怎么教育孩子？,44911,41,15,1910,20.24
没有意义的相遇还有必要去相遇吗?,8755,302,267,130,7.64
《黑神话：悟空》的剧情大致相当于什么水平？,35029,11,7,512,24.79
有没有那么一刻你觉得一切都是命中注定？,26129,37,15,168,19.31
有哪些看似是小事却能定大罪的罪行？,32626,8,4,164,27.29
济南的你，择偶标准是怎样的呢？,36436,13,2,5,20.7
为什么老司机都认为智能驾驶功能是一种智商税？,22811,54,46,280,11.0
赵光义真的谋杀了宋太祖吗?,61969,40,22,991,25.4
为何现在对袭人的评价很多都带有贬义？,20309,22,23,579,19.43
6岁女儿问为什么负数乘以负数得正数，有啥通俗易懂的答案？,29186,19,16,400,19.31
为什么二婚普遍不如头婚？,32733,11,5,173,29.54
美国耕地面积比中国大，可为什么粮食产量不及中国？,36615,26,7,966,20.47
如何评价 未明子锐评《黑神话：悟空》陕北说书为「蹩脚劣等文化产品、文案故作高深」？,33572,20,11,948,22.69
面试的时候，销售经理让你把一瓶矿泉水卖 300 元，你会怎么应对？,36768,19,10,884,21.02
如果rust之父用rust重写nodejs，node性能能和rust一样吗？那么为啥v8慢？,22899,21,10,143,23.02
00后的你会选择生孩子吗？,27517,27,9,1748,20.0
为什么很多公司都不招大龄程序员？,33578,15,9,371,21.05
为什么好多人不建议读博士？,35278,34,7,402,21.35
当法官是一种什么体验？,44623,5,1,241,22.95
倪海厦只活了59岁，他是不是个大骗子？,35140,16,7,171,19.5
就因为我不满足老公的生理需求，他就要和我离婚，我该怎么办？,37110,14,6,232,25.39
假如在战锤40k中，你是坐在黄金马桶上的帝皇，你会干什么？,30167,6,5,1011,30.35
如何评价菲尼克斯、Lady Gaga 主演的《小丑 2：双重妄想》？,43147,26,22,503,12.29
被男朋友打了怎么办?分不分手？,7084,437,433,196,11.79
现在大多数相亲失败是不是都是女方的问题?,29983,30,11,485,25.02
真的有靠关系花钱上大学的吗？,24062,30,20,451,10.98
你看过哪些好看的旗帜？,39546,10,3,1128,26.8
如何反驳“中国武术是杀人技，所以不能上擂台比赛，因为一出手就死”？,27754,18,15,283,23.35
练跑步真的有必要参加马拉松长跑吗？,18096,54,44,149,11.51
坏和蠢，哪一个更气人？,37155,21,10,326,12.58
被男朋友家暴两次，哭着，跪着求原谅他…写保证不会再有下一次了，能相信他吗？,6869,443,444,209,10.46
弟弟一年级升二年级，眼睛近视了，一个眼睛100度，一个75度，医生有两个建议 ，能帮我参考一下吗?,91115,0,0,1,3.23
为什么日本护照免签191国，居各国榜首？,29708,13,6,410,21.3
有哪些扮猪吃虎的大女主爽文？,42493,8,5,431,27.39
孩子想吃牛排，饭店太贵又吃不过瘾，想去菜市场买一斤上脑，家里没有黄油平底锅，请问有没有极简家庭做法？,34594,25,8,1064,20.58
订婚前一晚取消了订婚。。。 是三观不合还是女友太理想化？,37023,5,5,1835,27.58
大龄剩男结局怎样了？,28851,25,6,264,23.48
为什么总有人不承认C罗是欧冠王，承认这件事这么难吗?,19842,17,18,415,23.61
你读过最冷门，但「含金量极高」的书是什么？,35258,97,2,478,16.65
沿海城市人才及产业逐步往中西部转移意味着什么？,21139,28,17,162,16.79
哈工大，西工大，北理，北航明明都在10043上，为啥录取位次还能上涨？,28922,14,12,265,19.74
婚姻中，为什么很爱你的人也会出轨?,16450,65,51,181,13.3
正常人一次一顿能吃完一斤牛肉吗？,36693,12,5,393,24.11
女生会有学历崇拜吗？,35050,5,2,770,28.46
刀郎的《西海情歌》有没有抄袭周传雄的《黄昏》呢？,27674,11,9,200,23.15
如果所有那美克星人都同化成一人，能打得过弗利萨吗？,32174,8,6,93,23.8
侯亮平是不是另外一个版本的祁同伟？,24496,15,13,568,21.59
你最讨厌什么音乐风格（流派），讨厌的理由是什么？,31752,20,14,577,17.46
165女生穿33cmjk裙会短吗？,37395,34,7,123,19.56
为什么哈尔滨餐馆应东北网友的小份菜建议，只是提供了拼菜服务而不是小份菜？,24151,18,13,1381,27.15
马龙到底是个怎么样的人呢?,40710,6,3,274,29.91
理想MEGA为啥被抵触？,73012,11,13,78,26.8
如何评价2024年的米哈游（miHoYo）？,36925,13,10,424,26.31
小说推文授权在哪里申请?,49353,5,1,390,0.99
普通人一部手机用多久？,29701,14,12,163,17.59
文笔挑战∶“大概是天太黑了吧，_____________”如何接出下一句？,8946,364,350,162,6.69
为什么总有Linux-er特别热衷于在一些Linux问题下面一上来就放一张neofetch截图？,26942,20,9,326,23.62
婴儿太小不想回老家过年，怎么办？,32675,5,5,627,26.93
男朋友想要自己的第一次，但是我不敢怎么办?,15952,32,30,76,22.2
我一直想不明白一件事，求解释！一个老师并没有什么成就，凭什么把自己的价值观传授给学生？,14454,106,94,421,14.03
怎么评价梁家辉和梁朝伟的演技？,39033,10,7,1150,27.99
你的宿舍群群名叫什么？,19647,6,18,520,29.18
有没有熬夜也要看完的你觉得超级值得一看的复仇小说？,46169,2,3,339,33.66
为什么说P社游戏大奸大恶？,36103,8,5,751,26.14
梅西说完自己不在乎数据后，又说自己不在乎奖项，对此你怎么看呢？,15693,33,34,447,20.42
如何评价小说《天才俱乐部》？,37100,16,8,167,23.36
女友和奶奶重名，我该怎么办？,17662,38,39,359,21.48
2006年的欧冠和梅西有关系吗？,18862,24,25,386,23.05
「屠夫和大夫约好每天相互叫对方起床，死后屠夫升天，大夫下地狱。」这个故事是什么意思？,20088,22,22,1503,22.88
你接触过精神分裂的人吗？,41231,25,4,378,20.66
如何评价《绝区零》1.2版本任务「漫行于以太虚境」？,43454,35,35,448,20.0
在中国，动保为何让一部分人讨厌？,45037,14,2,1916,29.81
怎么能看出来女生喜欢你？,42277,10,4,275,27.12
有没有好的病娇文！？,30605,26,7,699,18.51
有什么正中你的好球带的言情小说，最好适合打发时间看的？,26725,0,8,235,40.25
四五岁的小表妹哭着说这不是你家让我滚出去，我录了视频让她哥作证以后长大了，她我不管。我做错了吗？,30860,17,4,598,20.09
如果俾斯麦看到现在的德国会怎么想？,31937,12,5,560,31.64
为什么人们都不希望「听别人的建议」？,35013,207,99,518,8.26
医生待遇未来会好起来吗？,24143,21,10,511,21.33
为什么芙莉莲人设看着没那么突出人气却那么高？,39099,12,3,2151,25.11
《小丑》制作成本只有 6000 万美元，为什么《小丑 2》制作成本却接近 2 亿美元？,37937,18,10,317,16.6
有什么三国野史么？,34450,10,4,270,22.57
《三体》教给了你什么？,33300,11,4,925,25.05
天赋消失是一种什么感觉？,30243,40,4,718,19.55
我爸对计算机行业的看法，是否准确？,30931,160,0,274,20.21
电动汽车的车主，有多少比例知道电池只有约10年寿命？,26918,15,12,189,23.27
高菡作为央视奥运解说乒乓球直播解说，水平如何？,27723,15,14,1248,20.94
传武习练者有没有在某一刻感到绝望？,24804,27,12,331,25.31
会做饭是一种怎样的体验？,24477,12,9,385,22.51
为什么中国拍不出像《第一滴血1》一样的反战电影？,17324,27,23,905,22.83
看了上海化学女老师的瓜，不理解为什么成年女性会喜欢16岁的男生?,44886,13,2,218,30.06
32 岁考公务员晚吗？,25795,28,12,96,17.97
愿意为质感买单，今年双十一有哪些值得推荐的超大屏电视？激光电视有没有推荐的？?,52331,8,7,5,0.0
你敢穿50元一件的衣服去上班吗？,7138,288,283,87,12.63
假如《甄嬛传》全员重生，会发生什么？,51362,1,3,1521,14.82
为什么有些临床医生只看报告不看影像？,25734,21,12,251,20.97
如何以「这是我穿成女配的第十六（n）年，我好像喜欢上男主了」为题写一个 HE 文？,39179,7,3,1189,30.47
先父遗传到底存不存在？,55957,21,12,512,21.24
嵌入式有什么劝退之处？,27604,20,3,123,25.23
《炉石传说》能否设计出一张真正不会死亡的随从牌？（前提不能新增没有出现过的词条）?,26121,11,13,59,22.82
人要改变自己该干什么？,31458,48,6,709,12.07
我抽烟真的有错吗？,39379,9,6,217,29.99
为什么杨子黄圣依要参加再见爱人录制？,24313,13,12,97,22.43
宝妈们，你会介意「你的名字」被「xx妈妈」代替吗？,16807,44,46,654,25.45
如何评价《黑神话：悟空》「寅虎」的设计？它属于「粪怪」范畴吗？,35611,8,5,626,24.86
求各位好看说话又好听的推荐些让人看了就停不下来的爽文类故事？,34771,0,4,285,37.59
为什么旅行是检验情侣的重要标准？,44146,123,9,1142,15.31
如果炒股遵循盈利5%就卖出，亏损坚决不卖出，还会亏损吗？为什么有那么多炒股的人亏了？,23275,41,25,245,14.63
女儿不在家，客人来了不能睡她的房间吗？,14556,58,59,367,20.53
亲戚一家五口旅游要求接待，如何拒绝才不会得罪人？,34034,9,5,337,22.25
沈阳、大连、长春、哈尔滨，第一次去东北玩应该选哪个？,15170,73,71,155,12.64
星舰第六飞大约会在几月？,29918,13,11,126,21.32
为什么所有公司的高管都存在内部斗争，内耗严重？,27911,51,7,203,18.64
软件厂商们对鸿蒙系统的适配积极性高吗？,36837,10,5,173,18.6
我国青少年抑郁检出率达到 24.6%，为什么青少年抑郁的这么多？受到哪些因素影响？,27937,20,10,384,19.06
如何评价原神发布草神动态的评论区来了竞品游戏玩家?以及竞品游戏二创模仿原神二创？,18914,15,11,168,28.97
为什么会越来越讨厌张继科？,20258,20,15,1223,25.9
强大的内心源于什么？,9589,140,133,264,14.33
养猫的人什么时候才发现猫是爱你的？,29004,23,13,1148,18.07
职场生活中如何控制好自己的情绪?,13641,157,65,698,5.48
打扰一下，可以对二十岁的我说一句生日快乐吗?,6240,809,796,91,8.73
你明明知道和这个人没有结果，而你又特别喜欢这个人，你是会享受过程，还是转身离开？,10190,203,174,157,12.64
外貌6分的女生长啥样？,35733,6,10,298,19.51
“清华学生一生最大的成就就是考上清华”怎么看待这句话？,32488,12,5,609,24.72
00后，你的择偶标准是什么？,32352,15,4,53,23.26
为什么会有人相信命运？,26057,40,14,285,18.36
体制内升迁无望是什么感受？,36091,30,3,348,26.07
讲一件在魔兽世界中最能吹的事迹？,33278,9,9,736,26.94
男朋友拿分手威胁我不准涂美甲，我该怎么办？,9485,239,242,688,14.56
你看过的电影中，有哪个女演员让你眼前一亮？,35703,15,3,568,22.48
你能接受孩子跟妻子的姓吗？,23403,23,14,628,24.41
如何看待江西南昌将115个物业项目打包成特许经营对外招标？,62344,52,17,519,23.32
如果把林黛玉进贾府改为现代版是什么样的？,32168,11,5,492,22.07
坐标成都，现在还能买房吗？,43908,10,4,112,23.8
怎么才能停止自己脑子里的胡思乱想？,21563,105,44,691,10.53
最近比较闲，想存点小说回家看，有没有你看过巨好看的大女主文推荐？,41309,4,0,287,39.77
为什么有些成年人很幼稚？,44353,22,4,434,16.84
同学及其家人（25-28人）来我们海城旅游，聚会晚宴费用由谁承担合适？,28486,20,12,869,21.94
怎么才能戒断樊振东啊？,12275,55,47,551,19.39
给关羽支个招，在麦城的时候，关羽怎么做才能逃回成都？？,23421,17,11,149,23.28
为什么像比尔·盖茨这样的人反而不戴劳力士或百达翡丽这样昂贵的手表？,48036,11,5,245,27.32
为什么封建王朝很难发生自我改革?,28233,30,15,1048,17.51
美国商务部启动变更情况审查，考虑部分撤销对中国光伏电池的反倾销税和反补贴税，释放了怎样的信号？,20693,22,12,281,21.96
梅西拔高了球王标准，对其他球员来说是否是时代悲哀？,25245,12,12,281,24.17
华为最令你动容的地方在哪里？,34705,11,3,554,24.25
儿子做饭洗碗，儿媳妇什么都不做，婆婆教育儿媳对吗？,10947,78,80,185,18.16
刚提拔，同办公室临时工仗着年龄喊我小某，怎样委婉提醒他没资格这么喊？,35854,11,12,675,22.32
如何评价B站UP主双尾彗星?,41381,9,5,645,24.93
你从《大宅门》中懂得了什么道理？,24941,18,14,316,16.34
家用车 220 匹马力是什么水平呢？家用车到底需要多大马力最合适呢？,21528,29,29,97,19.41
问所有男生一个问题，你们觉得12.8万的彩礼多吗？,27808,14,8,440,21.69
如何锻炼看人识人的眼力？,38805,45,3,667,17.5
拼多多上的牛肉是真牛肉能买吗？,34636,7,7,164,22.18
广州还能回到北上广吗？,36634,17,5,472,22.68
一起上班的同事可以当做知心朋友吗？,9460,333,322,201,11.57
中国网文市场为何无超能力题材的出圈神作？,33601,22,11,453,20.77
不敌BLG止步四强，如何评价S14这一整年WBG战队的表现？,23053,12,11,165,23.96
如何评价樊振东的颜值？,39347,18,10,938,26.01
有没有男主占有欲强，腹黑疯批的古言？,30962,17,7,453,28.98
独生女，想把独居瘫痪的父亲接到身边照顾，老公和公婆不同意怎么办？,28399,18,5,121,25.57
越南的国食Pho（河粉）为什么在中国只能失败？,30089,13,10,960,21.26
马龙在乒坛的成就和地位相比林丹在羽坛的成就与地位如何？,30277,11,9,926,25.17
如何看待绝区零历时113天之后飞榜?,14643,27,23,169,25.33
美国能逃出历史周期律吗？,23252,29,14,1046,24.2
普通用户能体会到 CPU 的性能差距吗？,29290,11,7,140,25.43
金星的表面重力加速度仅有0.9g，几乎不存在磁场，是如何维持如此浓密的大气层不逸散的？,34469,9,4,251,21.46
如何评价中国政法大学罗翔教授？,39157,17,10,1240,24.14
为什么总有人拿原神和3A比?,21124,15,14,401,28.13
大家都钓到过什么离谱的东西或是有过什么离谱的钓鱼体验?,35313,8,5,913,25.57
为什么三体火了以后几乎所有太空歌剧在中国都受到了嘲讽和批判?,38538,15,12,781,24.09
人这一生为什么要努力？,13629,73,56,380,16.84
有哪些让人看了就停不下来的姐弟恋小说？,30829,2,4,504,29.2
伤春悲秋，孩子也能感受到吗？,23460,54,24,135,7.26
为什么有人坚持说鸿蒙是换皮，却没人说麒麟芯片是磨名的？,31847,9,8,641,24.12
投简历是应该广泛撒网还是精准打击？如何平衡简历的广泛性与针对性？,19218,91,34,220,5.69
哪个瞬间让你觉得一入数学深似海？,37543,26,0,512,31.18
老公因为我不照顾他妈和我离婚，离婚的选择正确吗?,27339,29,7,391,26.17
龟仙人为什么没有把乐平带出来？,32196,10,7,203,21.33
如何评价 ICPC 2024 南京站？,16654,42,10,74,24.54
为什么赵云一定要加「常山」两个字？,28341,12,6,902,29.59
是不是我国吃上阿根廷的便宜牛肉，就代表阿根廷经济崩坏了？为什么?,32742,10,7,665,26.42
你见过人性最大的恶是什么？,36769,16,7,410,17.19
现实中是否存在概率为零的事件？,32622,13,7,1045,27.57
大家认为谁是娱乐圈的营销大户?,18396,20,23,1224,18.17
《哈利波特》里面有哪些让你忍俊不禁的小细节？,39532,8,2,1938,27.58
从长远来看读博的收益是巨大的，为什么读博的人却很少？,41395,23,5,472,20.72
你觉得《黑神话：悟空》最困难 / 简单的 Boss 是谁？,35515,15,13,313,21.92
如何评价作品《不败的米游》？,27403,11,8,1026,29.17
黑神话的DLC怎么开头呢？,17524,20,21,179,22.43
为什么博士生讨厌做横向?,45587,9,5,542,24.28
有哪些低成本的养生方法？,21100,53,23,342,16.96
能对我说生日快乐吗?,5237,607,597,64,8.01
怎么评价杭州高二男生文文言文写下小周后赋？,26946,12,7,272,20.56
男生在接吻时手都不老实吗？,29847,14,5,80,24.45
如何评价 大冰连麦患癌医生 的视频？,21555,27,23,172,15.24
老公教我开车，一路都在嘲讽打击训斥我，这是什么心理？,32582,11,9,560,27.44
未来20年什么是优质资产？,15779,71,12,121,19.06
为什么基层法院不扩充法官？,34782,28,5,1606,24.5
你认为现在被黑最严重的历史人物有哪些？,43100,42,29,1187,24.75
为什么很多人啃老却没有羞耻感呢？,43049,29,7,259,22.66
你在读博士期间明白的最深刻的道理是什么？,33000,30,4,613,19.86
有没有男主追妻火葬场，死也追不上的文？好想看!!?,34576,7,4,576,30.39
你的编程能力从什么时候开始突飞猛进？,37989,45,2,657,6.22
有什么超爽的重生文？,19247,35,15,212,21.82
边塞诗为啥唐朝以后就不行了？,39315,14,6,1510,24.86
孔明醒来发现三顾茅庐、白帝托孤、秋风五丈原原来是南柯一梦，这时童子来报：刘备求见。先生还会出山么？,33948,13,6,836,18.32
大家对郑州的交通还满意吗？,36951,12,11,322,23.98
入职多久怀孕不会被鄙视？,54566,8,9,211,19.95
工厂工资已经给到6000了，还是招不到人怎么办？,35892,9,5,1001,23.22
现在的电视是不是已经淘汰了？,37095,4,4,17,20.06
有没有一张照片让你觉得你的猫被你养的很好？,27232,18,9,1127,20.55
王夫人是否知道袭人偷偷与宝玉上过床？,18874,18,11,406,25.88
你知道哪些反套路的故事？,36737,10,4,634,21.96
为什么利弗莫尔说他从不在回调时买入?,19711,36,11,192,20.1
如何看待 2024 年 10月 22日 A 股市场行情走势?,16484,22,28,64,20.58
目前现代医学的水平能否拯救一个被腰斩的人？,30376,7,4,200,25.57
中年失业是个什么感觉？,37836,24,2,422,22.47
感觉生了小孩后就失去了属于自己的朋友，该怎么办呢？,22201,68,63,353,9.34
为什么有那么多人认为巅峰奥尼尔是历史上最具统治力的中锋？,31310,9,5,343,24.73
出轨对象向我求婚，我该离婚和他在一起吗？如果老公知道了，我还能平分财产吗？,15524,56,52,182,16.8
泰山那么矮，为啥是五岳之首？,52821,20,11,1470,21.33
李白如果在世能否拿到诺贝尔文学奖？,34167,11,7,349,26.11
这样的画真的不值1r吗？,33782,12,4,467,17.48
你见过哪些不要脸的营销行为？,34684,7,4,428,24.61
林诗栋和樊振东实力差距在哪儿？,34709,6,4,623,29.79
如何看待2024年10月25日A股市场的行情？,15090,26,30,59,21.23
如何挤进学术大佬的小圈子?,25675,62,6,268,20.97
2024wtt蒙彼利埃冠军赛女单半决赛，钱天一2：4负于张本美和，日乒包揽冠亚军，怎么评价这一场？,15699,17,19,152,27.18
合伙做生意最忌讳的是什么啊？,40346,202,59,170,14.44
当我们讨论文学性的时候，归根结底是在讨论什么?,15366,127,39,131,8.88
为什么同样是资本家，蝙蝠侠在国内常年遭批判，而钢铁侠却比较少？,32833,8,4,533,23.97
你见过的素人帅哥最帅有多帅？,32576,14,3,203,23.99
程序员为什么不能一次性写好，需要一直改Bug？,26348,25,21,482,20.41
学数学专业的人是怎么看待统计学的？,23257,18,8,204,21.06
樊振东全锦赛结束已回到北京，有什么想对东哥说的吗？,9961,53,46,923,24.87
下辈子，你还来人间吗？,21467,53,24,507,22.28
没人觉得《三体 Ⅱ》中庄颜很可悲吗？,29361,8,5,924,29.58
身为农民没有医疗保险的岳父，生病住院需要25万，女儿女婿应该为他支付吗？,18816,28,26,252,16.5
有没有什么特别好看的双男主小说？,28563,20,6,654,24.37
为什么日式西幻普遍比正统西幻更高武?,16853,29,16,453,22.02
听老人说 以前凭票供应时候每月30斤粮食不够吃，有科学原理还是主管论断？,12092,45,47,293,19.7
如何才能坦然地面对自己因为抑郁症而荒废的五六年时间？,30253,88,8,927,15.53
房价接下来几年会逐渐走低吗？,30662,24,11,163,17.86
如何区分是「对方恶意」还是「自己想太多」？,18165,74,34,427,9.91
装机diy是不是已经死了?,22595,22,20,124,19.1
如何解读《黑神话：悟空》中的“真结局”？,25687,9,8,504,23.46
研三了，延毕了。当了一辈子的乖乖女，终于还是闹出了笑话。你不知道我每天活在怎样的地狱里，怎样才能解脱？,36166,53,8,619,11.08
为什么英雄联盟五个cn人拿不了一个s冠?,36722,7,4,165,24.75
《水浒传》中王伦错在哪了？,23089,14,13,511,23.34
想看好看到连续熬夜看完的大女主小说，孩子已经要饿死了？,41464,1,3,314,33.92
如何评价张继科与马龙的关系？,20930,12,10,475,27.92
累计票房不足 2 亿美元，如何看待《小丑 2》全球票房成绩？,31005,14,6,145,17.01
男朋友说我长的像妲己，是克夫相，坚决不娶我怎么办？,9760,89,87,180,16.85
为什么我觉得张飞活该被杀？你们觉得呢？,54823,14,7,2746,24.76
假如送你去免费留学，你是去现在的哈佛还是先进外星文明的普通技校？,16278,51,35,574,11.76
为什么体制内的人都告诉体制外的人里面不好？,33756,14,5,294,23.3
如何看待后四十九家央企总经理正厅，副总正厅，处室长正厅，二级单位正厅，如铁建，中车等？,27124,15,5,84,21.73
留北京还是东北省会？我们该何去何从，事关一生一世求助各位，给点建议?,12093,79,76,174,11.74
榫卯结构那么紧实，为什么现代工业没有进行大规模应用？,40886,9,7,1282,21.07
35岁40岁失业都干什么去了，各个行业？,40791,19,3,199,18.39
如何评价上海理工大学李佳副教授意外去世?,24497,29,5,40,19.92
为什么打王者的时候玩软辅的女生明明玩的很好却总被骂?,27025,17,15,1484,17.61
老婆沉迷于小说，简直无法自拔，怎么办？,15845,42,37,278,17.27
在网络上丰田已经破产了，在现实中丰田却遥遥领先，为什么？,39809,11,6,577,25.11
都说绿牌bba是杂牌电车，那绿牌bba杂牌在哪呢？,26696,12,12,146,18.48
感觉男朋友很骚，怎么办，要配合吗？,23950,11,5,17,29.12
为什么我对日本动漫已经快喜欢不起来了？,33265,21,4,810,22.81
读了三天论语把哥德巴赫猜想给证明出来了，很难吗？,38110,17,8,167,25.82
社会性死亡是一种什么体验？,31484,5,3,974,26.21
四川曾到处是老虎，大熊猫为何没有被吃绝？,31692,6,7,1102,28.34
为什么当年科比去世时全世界都在缅怀，而两年后却有越来越多的人用直升机开玩笑呢？,36477,8,5,500,23.33
10月24日A股缩量4000亿下跌，行情还会跌破3000点吗？,14620,27,25,75,22.73
亲戚找你借钱你会借吗？,28073,17,6,209,26.66
HTTPS能否完全取代HTTP？,27739,22,11,241,21.54
遇到问题总是第一时间「怀疑是自己的错」，这种心态应该怎么调整？,15178,123,42,211,4.77
都是藏族聚居区，为什么分为西藏和青海？,36547,13,4,574,23.2
为什么感觉现在211本科学历跟本没一点啥作用？,10430,85,75,145,14.77
刚刚失恋需要恢复元气，求推荐你会翻来覆去看的言情小说？,34853,2,4,398,40.27
葛立恒数个山村老尸打得过湿婆吗？,29629,9,4,1457,22.92
程序员加班的真正原因是什么？,35661,17,13,401,19.99
富士康跳楼的员工，为什么选择跳楼，而不是选择辞职？,25775,29,8,589,12.55
你一个人旅行过吗？,26994,26,7,376,14.32
中科院和教育部的实际矛盾在哪？为何教育部要为难中科院办的大学？,29115,17,4,215,22.47
你读过哪些堪称经典的旷世奇文？,34168,25,1,695,25.34
湖北人和湖南人，二者有何差异？,36846,8,5,267,20.63
如何评价北齐神武帝高欢？,36859,24,5,471,23.6
有哪些瞬间让你觉得本科生和专科生有差距？,28914,18,6,788,19.84
新婚第一个新年哭着在婆家度过的，后面再也没回去了，是我小心眼吗?,26154,14,8,211,25.45
如果给你三百万，你愿意辞掉现在的工作吗?,6823,317,312,64,14.3
日系车为什么这么保值？,48163,11,9,963,24.5
炒股的基本功是什么？,26686,63,20,322,9.67
是什么原因使得天赋更高贝吉塔永远也赢不了悟空？,22122,10,9,416,24.36
儿子抑郁四年左右了，他的未来该怎么办？,35931,21,6,478,19.51
[观点收集]我看到游戏《原神》目前的口碑褒贬不一甚至两极分化，想了解大家各自视角下的原神是好是坏?,23294,53,45,801,18.88
历史上有哪些阴差阳错地参与或者见证过重大历史事件的小人物？,22574,17,15,245,14.36
金灿荣的古希腊伪史论是否可以作为衡量一个人理性能力的试金石？,30320,12,5,328,22.89
林黛玉没尝出梅花上的雪水这段有何深意?,33036,10,7,1057,23.52
为什么刘禅的风评近些年来在好转？,39103,13,7,1046,24.08
刚刚失恋需要恢复元气，求推荐超级有意思的现实情感小说？,46267,2,4,453,36.32
梅西2024年香港行到现在为止真的洗白了吗？,23820,9,8,304,27.15
如何看待「杀不死你的，会让你更强大」这类观点？从心理学角度来谈，我们如何在失败中成长？,36861,148,53,942,8.08
巅峰哪吒和巅峰红孩儿，谁的硬实力更强？,31203,6,5,838,27.2
缅甸诈骗集团敢来中国抓人吗？,35055,8,2,165,29.56
哪些股票有可能成为今后10年的10倍股票？,26522,44,14,215,13.16
西安年薪 50 万是什么水平？,20085,15,13,60,22.66
为什么鬼火少年可以车后坐满靓女，而受过高等教育的人却孤家寡人？,34975,9,6,751,25.85
如果你辞职了，是选择躺平一个月，还是继续找工作?,7230,221,224,103,11.65
你开车的极限是多长时间？,25042,18,10,473,22.02
为什么电脑一般不能像手机一样一直开机？,20748,21,14,198,21.13
如果把新一和小兰解绑，观众会喜欢毛利兰这个角色吗？,49894,11,7,644,27.08
为什么 Gala 敢借 500 万给 Scout 让他上场参加 S14，就算拿了世界冠军能赚回来吗？,51190,5,1,193,28.4
“莎头”应该是出坑还是跳坑？,24215,20,19,745,18.46
贵的口红真的比便宜的好用吗？,29350,14,8,36,15.5
为什么都说 Zhuo 开发的换线战术毁了 2024 年的《英雄联盟》赛事？具体是怎么回事？,38774,5,1,148,16.35
长得高和长得帅，哪个重要？,28455,13,6,134,24.4
小学数学题全班就我一个人解答出来了，是天赋吗?,32315,18,13,381,15.45
多家银行发布公告，存量房贷利率统一降至 LPR-30BP，房贷每月将少还多少？后续还有调降的空间吗？,38701,12,7,135,15.41
